text,noisy_text
6m in corporation tax since launching in the UK in 1998 despite cumulative sales of 3bn,6m in corporation tax sizc elaunchPng in the UK in 1998 despite cumulatvk sale of 3bn
Uncut campaigner Anna Walker said Weve chosen to really highlight the impact of the cuts on women,JPcut campaigner Anna Walker seid Weve Qosento really higheight the impact of thHe cGts on womenX
Several international organizations have been criticized over their UK accounts,SevePral intoernational organziations have bee criticlzed over theirUKS iaccounts
Amazon eBay Facebook Google and Ikea all pay little or no corporation tax,Amazo neBhy Facebook oogld and Ikea alM pay little orn ocorpiratin tTax
The coffee store chain Starbucks insists it pays the correct level of taxes,hTe coffee store NchCin Starbucks insists it pays the correct lveeAlh of taxe
I think HMRC needs to look at it very carefully,I tUhinkH MRC nied sto look at it veryYcarefull
Weve posted the facts about our tax practices in the UK on our website,Weve posUted the facts about ourtax pCactices in the UK onYour websit
Starbucks economic impact in the UK goes far beyond our stores and partners employees,Starbuckse conoic impacin ihe UK goes far beyZod our stores nd partners emplPoyeeM
Antibiotic resistance is now a real risk this is now a war,Antibiotic resistance si now a real riqk this is now a wFar
In the past hundred years our expectations of life and survival have changed beyond all recognition,In the past hundred years our exopecttions of lifo and survivAal have changed beond all recognition
For this we have public health systems vaccination and antibiotics to thank,For thts e have pkublicJ health syftems vaccinatiosn nd antibioticEbto thank
It is in intensive care my specialist area that antibiotic resistant organisms are most common,It is iR MntensiB care my spieczialiCt area haX antibiotic resistant orgaisms are most common
Here powerful antibiotics essential in the treatment of lifethreatening illness are used routinely,Here powerful antibiotics esetial in the treatmentof lfethreatening ilYess are used routinely
These drugs kill ordinary bacteria,Tyhese drgs kslhl ordnarybacteria
But they leave behind strong bacteria that have begun to learn how to survive antibiotic drugs,gut they leave behind strnog bacteria Zthat have bgeun t lbarn how toesurvive antibioti cdrugs
In the fight against it there were a small number of drugs like vancomycin and teicoplanin,In the Wight against it therewere a small nmmbero f drugs lgike vancomycin and teicoplanin
Drugs we had previously hardly heard of became common,DusgZwe had previously Yhadly heaqrd of bcame common
We got used to this a slow increase in the arms race between us and the bacteria,We got used to this a slow increase in the arm sraceO between us and te Macteria
But the balance has been slowly moving,But theObaJance has geern slowly moving
We thought that antibiotic therapy was an advantage we could enjoy forever,We tRPough that Hantibqitoi ctherapywas an advantaige we could enjoy forever
We became complacent that the pharmaceutical industry would continue to stay ahead of the game,je becameScmoplacentthat the pharmaceuticalpindustry would continue top stay aheaW of tehZgame
But this is no longer the case,BuM this iN no Jlogner theccsz
New more resistant species have been found,NkwmoreR resiotnt speiesE have been foLud
The vancomycin that we used to treat MRSA infection no longer worked,Thh evanFomyci thatwe uzsed to trQat MRSA infecitio n lFnger worked
Vancomycin Resistant Staphylococcus Aureus VRSA appeared in our hospitals,VancomyciZ Resistant Staphylocochus Aureus VRSA Zppeared in our hospitals
And other bacteria were learning resistance,AndX ther bacLtria were lTearning resistance
Enterobacteria also became resistant to vancomycin,Enterobactera also bceaemY resistanU to vancomycin
Fewer and fewer new antimicrobial drugs are produced,FGwwer and feweu new GantimicYrobal drgs are prJoducTd
It is becoming more and more difficult to develop new drugs that work against resistant bacteria,It is becomnOg more and omre difficutl to develop new drugs that work against resistant bacteria
For every method of attack the pharmaceutical companies invent bacteria quickly form a defence,For eveHyD method of attack the pharmaceuticaIl compaIies invent bacteNia quickly form a defene
We have tried all of the simple approaches to the problem,Wz have tried all of the sigple approachesto tzhe problem
As a result the pharmaceutical industrys incentive to create new drugs that can fight them is low,As d result the pZrmoceuticalf inXdsrys incentivetocreate new drugs tehat canMMfight them X low
Today this has become a normal part of medical life,zTay Ohis has become a normal part of dical llife
Less than a century after the discovery of penicillin we are beginning to lose the fight,Less than aK cenury after the discover of peniclin we are beiinning to loNsa the fight
Bacterial resistance in hospitals is everywhere,BactSeial resHstane in ohspiatls is everyuLerd
This is a war different from any other,This is la wa rdiVfenetfrom any oter
To lose the advantage we have against microorganisms in the fight for life would be unthinkable,To losehe advantage wwe havea gainst micoorganAmAs in the fight for lif would be unthinkable
Swedish prisons have long had a reputation around the world for being progressive,Swedish vpqisons have long had a reputation around theDuwnorqld or being pogrNessive
But are the countrys prisons a soft option,But are the countys prPsons a Osofrt optionT
A similar decrease is expected in 2013 and 2014,A similar decerase is expecXed in 2013 and 2014
However he doesnt think the system has gone soft,HMowevere he doesnt thin the system has gone soft
When I joined the focus was very much on humanity in prisons,When I tjoined Rhe focquswas veyr muph on humaniay n prisons
Prisoners were treated well  maybe too well some might say,Prisoers were treaeQd wlel  mawybe too well some might say
But after a number of escapes in 2004 we had to place more emphasis on security,Butfter a number of escapes in 2004 we haO to place more emphaiss on ecurity
These have been effective at stopping criminals from reoffending,Thee hage been efWfectivea t stopping crimiVnals from reoffending
I spoke to a former prisoner who now runs a group called XCons Sweden,I spoke to a former risoner who nw runP a group called XCons Sweden
And what is life like for the prisoner in Sweden When I was inside I was lucky,And what i lifebrlikev for te prisoner vn Swedn When I wasinsideI  was lucky
In Osteraker Prison where I served my sentence we were treated well,I IOsteraker PUrNison where  Iserved my sentence w were treated well
But I knew that not all Swedish prisons were like that,But I knew that not all Swedishrprison swere likeZ that
In Sweden we believe very much in the idea of rehabilitation says Gustafsson,In Sweden we beliv every much in tWe idea of rehaOilitation says Gustafsson
